cv_protocol,cohort_name,modality,device,task,model,seed,feature_set_a,feature_set_b,comparison,n_subjects,auroc_diff,auroc_diff_ci_low,auroc_diff_ci_high,auprc_diff,auprc_diff_ci_low,auprc_diff_ci_high,fold_direction_consistency,folds_compared,n_bootstrap,protocol_consistent_direction,comparator_auroc,goal,interval_excludes_zero,comparator_above_chance,folds_at_least_4
group_cv,eeg_1back_native,eeg,,1back,hist_gradient_boosting,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1154,-0.0691568047337277,-0.1150698817330181,-0.0245766647946242,-0.040642319533687,-0.0813797528653357,0.0039764333180327,1,5,1000,1,0.5527069555632903,goal2_7,False,True,False
group_cv,eeg_1back_native,eeg,,1back,logistic_regression,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1154,-0.0530550237846617,-0.094414480335012,-0.0131574367759312,-0.0356106986725769,-0.0745915882655261,0.0067415139416686,1,5,1000,1,0.5797257512472445,goal2_7,False,True,False
group_cv,eeg_1back_native,eeg,,1back,logistic_regression,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1154,-0.0535988803805546,-0.0937312000416147,-0.0134978709806277,-0.0350734553510475,-0.079163229334039,0.0036488267596554,1,5,1000,1,0.5797257512472445,goal2_7,False,True,False
group_cv,eeg_1back_native,eeg,,1back,random_forest,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1154,-0.0686093224271958,-0.1146707821334844,-0.02583253863899,-0.0477600245782993,-0.0845051644835046,-0.0080475818931734,1,5,1000,1,0.5558975809258615,goal2_7,False,True,False
group_cv,eeg_1back_native,eeg,,1back,random_forest,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1154,-0.0499804211625479,-0.098645909450719,0.0013340136200179,-0.024864392656004,-0.0673266265821042,0.0175726873734154,0,5,1000,1,0.5558975809258615,goal2_7,False,True,False
group_cv,eeg_oddball_native,eeg,,oddball,hist_gradient_boosting,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1827,-0.0085642066500132,-0.0379578479625246,0.021154815200283,-0.0143688396282123,-0.0465416946140092,0.0177970038273769,3,5,1000,1,0.582800790335085,goal2_7,False,True,False
group_cv,eeg_oddball_native,eeg,,oddball,hist_gradient_boosting,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1827,-0.0081536954087347,-0.0367842320873026,0.0199921435201189,-0.020127982893584,-0.04927787029197,0.0114857171575496,3,5,1000,1,0.582800790335085,goal2_7,False,True,False
group_cv,eeg_oddball_native,eeg,,oddball,logistic_regression,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1827,-0.0328045589628737,-0.0564726031978787,-0.0081114345776601,-0.014439952216363,-0.0426181090264912,0.0166361913641863,0,5,1000,1,0.5927970755448358,goal2_7,False,True,False
group_cv,eeg_oddball_native,eeg,,oddball,logistic_regression,20260707,signal_qc_demographics,demographics,signal_qc_demographics_vs_demographics,1827,-0.0375341868377981,-0.0633928961393223,-0.012278998376764,-0.0190392802356446,-0.0487174266340861,0.0110055558314593,0,5,1000,1,0.5927970755448358,goal2_7,False,True,False
group_cv,eeg_oddball_native,eeg,,oddball,random_forest,20260707,signal_demographics,demographics,signal_demographics_vs_demographics,1827,-0.0396971100008615,-0.0672833220655541,-0.0105432873063383,-0.039430962226494,-0.0689563128678823,-0.0075769123708235,2,5,1000,1,0.5782703613575675,goal2_7,False,True,False
